fault_id|spn|fmi|oem_make|oem_code|controller|short_description|fault_family|detailed_technical_explanation|source_id|source_url|source_page|source_doc|fix_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
1366|1669|14|Deutz|U170C 87|Engine ECU|CAN bus communication fault (general) needs the OEM's special diagnostic procedure|hdn_proprietary_link_gateway|SPN 1669 (CAN bus communication fault (general)) with FMI 14 (See manufacturer-specific instructions) is set by the Engine ECU on an OEM-proprietary CAN channel or internal module link, rather than the main vehicle J1939 backbone -- a 'Machine' or implement CAN segment, a smart sensor's or actuator's own link to its controlling module, a tractor-trailer bridge, or a processor-to-processor link inside the ECU. Typical causes are a fault on that dedicated sub-network's wiring or connector, the linked smart device itself failing, or an internal ECU hardware fault that only a component replacement resolves.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|5302|Inspect the sub-network or smart-device connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, identify the smart sensor/actuator or the proprietary 'Machine'/implement CAN segment reporting the fault • 2. Inspect its connector and any bridge/gateway connector on that segment for corrosion or looseness • 3. Clean, reseat, clear codes and retest
1366|1669|14|Deutz|U170C 87|Engine ECU|CAN bus communication fault (general) needs the OEM's special diagnostic procedure|hdn_proprietary_link_gateway|SPN 1669 (CAN bus communication fault (general)) with FMI 14 (See manufacturer-specific instructions) is set by the Engine ECU on an OEM-proprietary CAN channel or internal module link, rather than the main vehicle J1939 backbone -- a 'Machine' or implement CAN segment, a smart sensor's or actuator's own link to its controlling module, a tractor-trailer bridge, or a processor-to-processor link inside the ECU. Typical causes are a fault on that dedicated sub-network's wiring or connector, the linked smart device itself failing, or an internal ECU hardware fault that only a component replacement resolves.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|5303|Verify power, ground and continuity on the proprietary link|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the linked device's power and ground pins and confirm battery voltage and a clean ground • 2. Check continuity and check for a short to power or ground on the dedicated sub-network pair • 3. Repair any wiring fault found
1431|3216|0|Deutz|P1362 00|Engine ECU|NOx sensor, upstream of SCR reads in-range but abnormally high|hda_nox_sensor_upstream|SPN 3216 (NOx sensor, upstream of SCR) with FMI 0 (Reading in-range but far too high) is set by the Engine ECU for the NOx sensor mounted ahead of the SCR catalyst (measuring engine-out NOx). The fault covers open/short circuits, communication loss to the smart sensor, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|5538|Replace the NOx sensor, upstream of SCR|1|Dealer / specialist|300.0|700.0|1.2|1. Confirm the fault follows the NOx sensor, upstream of SCR and not the harness with a swap or resistance check • 2. Remove and replace the sensor at its mounting boss (exhaust pipe for NOx/O2/NH3 sensors, DEF tank for a quality sensor), torquing/sealing per spec - these are heated, CAN-networked smart sensors; aftermarket HD units commonly run $300-700 • 3. Clear codes, allow the sensor to complete its power-up self-test, and verify normal operation through a duty cycle
1431|3216|0|Deutz|P1362 00|Engine ECU|NOx sensor, upstream of SCR reads in-range but abnormally high|hda_nox_sensor_upstream|SPN 3216 (NOx sensor, upstream of SCR) with FMI 0 (Reading in-range but far too high) is set by the Engine ECU for the NOx sensor mounted ahead of the SCR catalyst (measuring engine-out NOx). The fault covers open/short circuits, communication loss to the smart sensor, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|5539|Check NOx sensor, upstream of SCR calibration/learned values with a service tool|2|Fleet technician|0.0|0.0|0.6|1. Connect a service tool and compare the sensor's live reading against a known reference (refractometer for DEF quality, a second sensor, or a bench check) • 2. Run the OEM's sensor learn/reset procedure if the reading is offset but the circuit tests good • 3. Clear codes and confirm the reading holds through a duty cycle
1431|3216|0|Deutz|P1362 00|Engine ECU|NOx sensor, upstream of SCR reads in-range but abnormally high|hda_nox_sensor_upstream|SPN 3216 (NOx sensor, upstream of SCR) with FMI 0 (Reading in-range but far too high) is set by the Engine ECU for the NOx sensor mounted ahead of the SCR catalyst (measuring engine-out NOx). The fault covers open/short circuits, communication loss to the smart sensor, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|5540|Inspect, clean and reseat the NOx sensor, upstream of SCR connector|3|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the NOx sensor, upstream of SCR circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
1431|3216|0|Deutz|P1362 00|Engine ECU|NOx sensor, upstream of SCR reads in-range but abnormally high|hda_nox_sensor_upstream|SPN 3216 (NOx sensor, upstream of SCR) with FMI 0 (Reading in-range but far too high) is set by the Engine ECU for the NOx sensor mounted ahead of the SCR catalyst (measuring engine-out NOx). The fault covers open/short circuits, communication loss to the smart sensor, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|5541|Test the NOx sensor, upstream of SCR heater, signal and CAN sub-network circuits|4|Fleet technician|5.0|80.0|1.2|1. Back-probe the heater supply, signal and network pins at the connector • 2. Check for battery voltage at the heater pin, correct signal reference and continuity/termination on the sensor's local CAN sub-network • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
1496|3251|30|Deutz|P1FD9-00|Engine ECU|DPF differential pressure sensor flagged with an OEM-specific fault code (reserved FMI)|hde_ecu_internal|SPN 3251 (DPF differential pressure sensor) with FMI 30 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when it detects an internal fault in its own memory, software or supply. Typical causes are a corrupted calibration, a power/ground fault at the ECU connector, or, rarely, a failed ECU that needs dealer replacement and reprogramming.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|5794|Replace the engine control unit (ECU) (or the affected internal module)|1|Dealer / specialist|400.0|3500.0|3.0|1. Confirm the fault persists after a reflash and clean power/ground • 2. Replace the ECU/module and transfer or re-program its configuration data • 3. Clear codes and verify with a full system scan
1496|3251|30|Deutz|P1FD9-00|Engine ECU|DPF differential pressure sensor flagged with an OEM-specific fault code (reserved FMI)|hde_ecu_internal|SPN 3251 (DPF differential pressure sensor) with FMI 30 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when it detects an internal fault in its own memory, software or supply. Typical causes are a corrupted calibration, a power/ground fault at the ECU connector, or, rarely, a failed ECU that needs dealer replacement and reprogramming.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|5795|Check ECU power, ground and case-connector integrity|2|Fleet technician|0.0|40.0|0.8|1. Key off, inspect the main ECU harness connectors for corrosion, bent pins or moisture intrusion • 2. Check the ECU's power and ground straps for a clean, tight connection • 3. Reseat, clear codes
1496|3251|30|Deutz|P1FD9-00|Engine ECU|DPF differential pressure sensor flagged with an OEM-specific fault code (reserved FMI)|hde_ecu_internal|SPN 3251 (DPF differential pressure sensor) with FMI 30 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when it detects an internal fault in its own memory, software or supply. Typical causes are a corrupted calibration, a power/ground fault at the ECU connector, or, rarely, a failed ECU that needs dealer replacement and reprogramming.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|5796|Test ECU supply and ground circuit wiring for the affected channel|3|Fleet technician|5.0|80.0|1.2|1. Verify battery voltage reaches the ECU's power pins with the key on • 2. Check chassis ground points for corrosion or a poor connection • 3. Repair as needed, clear codes
1496|3251|30|Deutz|P1FD9-00|Engine ECU|DPF differential pressure sensor flagged with an OEM-specific fault code (reserved FMI)|hde_ecu_internal|SPN 3251 (DPF differential pressure sensor) with FMI 30 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when it detects an internal fault in its own memory, software or supply. Typical causes are a corrupted calibration, a power/ground fault at the ECU connector, or, rarely, a failed ECU that needs dealer replacement and reprogramming.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|5797|Reflash/reprogram the engine control unit (ECU) with the latest calibration|4|Dealer / specialist|0.0|300.0|1.5|1. Connect the OEM diagnostic tool and check for a newer software/calibration release • 2. Reflash the ECU per the OEM procedure • 3. Clear codes, run a full DTC scan and road-test
1561|3512|1|Deutz|P26E0 16|Engine ECU|ECU sensor supply voltage 4, out-of-range fault reads in-range but abnormally low|hde_sensor_supply_5v|SPN 3512 (ECU sensor supply voltage 4, out-of-range fault) with FMI 1 (Reading in-range but far too low) is set by the Engine ECU when the 5V/8V sensor supply rail reads outside its expected voltage band. Typical causes are a shorted sensor or harness branch overloading the shared supply, a corroded connector, or a failed regulator/relay.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|6032|Replace the regulator/relay supplying the 5V/8V sensor supply rail|1|Fleet technician|15.0|150.0|0.8|1. Confirm the supply is out of spec at the ECU's own output pin (points to the ECU/regulator, not the wiring) • 2. Replace the affected relay or, if internal, the ECU • 3. Clear codes and verify
1561|3512|1|Deutz|P26E0 16|Engine ECU|ECU sensor supply voltage 4, out-of-range fault reads in-range but abnormally low|hde_sensor_supply_5v|SPN 3512 (ECU sensor supply voltage 4, out-of-range fault) with FMI 1 (Reading in-range but far too low) is set by the Engine ECU when the 5V/8V sensor supply rail reads outside its expected voltage band. Typical causes are a shorted sensor or harness branch overloading the shared supply, a corroded connector, or a failed regulator/relay.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|6033|Inspect connectors on all circuits fed by the 5V/8V sensor supply rail|2|Fleet technician|0.0|20.0|0.7|1. Key off, inspect every sensor connector sharing this supply rail for corrosion or water intrusion • 2. Clean and reseat as needed • 3. Clear codes and recheck rail voltage
1561|3512|1|Deutz|P26E0 16|Engine ECU|ECU sensor supply voltage 4, out-of-range fault reads in-range but abnormally low|hde_sensor_supply_5v|SPN 3512 (ECU sensor supply voltage 4, out-of-range fault) with FMI 1 (Reading in-range but far too low) is set by the Engine ECU when the 5V/8V sensor supply rail reads outside its expected voltage band. Typical causes are a shorted sensor or harness branch overloading the shared supply, a corroded connector, or a failed regulator/relay.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|6034|Test the 5V/8V sensor supply rail for a short or excessive load|3|Fleet technician|5.0|60.0|1.1|1. Measure the supply rail voltage at the ECU connector against OEM spec with all sensors connected, then with each disconnected in turn • 2. Isolate the shorted or overloaded branch • 3. Repair the wiring/sensor causing the short, clear codes
1626|3719|15|Deutz|P1273-00|Engine ECU|DPF/SCR regeneration status (backup/standby/inhibited) AdBlue defrosting actuator fault|hda_def_tank_heating_valve|SPN 3719 (DPF/SCR regeneration status (backup/standby/inhibited)) with FMI 15 (Slightly above normal range) is set by the Engine ECU for the DEF tank's freeze-protection heating valve or defrost circuit. DEF freezes below about 12 F (-11 C), so the tank carries a coolant-fed or electric heater circuit with its own valve; a stuck-open valve, an air pocket in the DEF line after a freeze/thaw cycle, or an electrical fault in the valve circuit land in this family.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6271|Replace the DEF tank heating valve|1|Fleet technician|40.0|300.0|1.0|1. Confirm the fault follows the DEF tank heating valve and not the harness with a swap or resistance check • 2. Remove and replace the component, transferring any mounting hardware • 3. Clear codes and verify normal operation through a duty cycle
1626|3719|15|Deutz|P1273-00|Engine ECU|DPF/SCR regeneration status (backup/standby/inhibited) AdBlue defrosting actuator fault|hda_def_tank_heating_valve|SPN 3719 (DPF/SCR regeneration status (backup/standby/inhibited)) with FMI 15 (Slightly above normal range) is set by the Engine ECU for the DEF tank's freeze-protection heating valve or defrost circuit. DEF freezes below about 12 F (-11 C), so the tank carries a coolant-fed or electric heater circuit with its own valve; a stuck-open valve, an air pocket in the DEF line after a freeze/thaw cycle, or an electrical fault in the valve circuit land in this family.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6272|Inspect, clean and reseat the DEF tank heating valve connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the DEF tank heating valve circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
1626|3719|15|Deutz|P1273-00|Engine ECU|DPF/SCR regeneration status (backup/standby/inhibited) AdBlue defrosting actuator fault|hda_def_tank_heating_valve|SPN 3719 (DPF/SCR regeneration status (backup/standby/inhibited)) with FMI 15 (Slightly above normal range) is set by the Engine ECU for the DEF tank's freeze-protection heating valve or defrost circuit. DEF freezes below about 12 F (-11 C), so the tank carries a coolant-fed or electric heater circuit with its own valve; a stuck-open valve, an air pocket in the DEF line after a freeze/thaw cycle, or an electrical fault in the valve circuit land in this family.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6273|Test the DEF tank heating valve circuit for opens, shorts and correct supply voltage|3|Fleet technician|5.0|60.0|1.0|1. Back-probe the circuit at the connector with the harness connected • 2. Check for supply voltage, continuity to the controller and resistance to ground/battery • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
1691|4340|27|Deutz|P30A1-19|Engine ECU|DEF supply line heater circuit output current critically high|hda_def_line_heater|SPN 4340 (DEF supply line heater circuit) with FMI 27 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU for one of the electric heater circuits on the DEF supply, return, suction or backflow hoses (open circuit, short to ground, short to battery, or critical overcurrent). These heaters keep DEF from freezing in the lines below ambient; a failed heater does not stop the truck from running but will set an inducement path if DEF cannot be pumped in cold weather.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6516|Replace the DEF line heater|1|Fleet technician|40.0|300.0|1.0|1. Confirm the fault follows the DEF line heater and not the harness with a swap or resistance check • 2. Remove and replace the component, transferring any mounting hardware • 3. Clear codes and verify normal operation through a duty cycle
1691|4340|27|Deutz|P30A1-19|Engine ECU|DEF supply line heater circuit output current critically high|hda_def_line_heater|SPN 4340 (DEF supply line heater circuit) with FMI 27 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU for one of the electric heater circuits on the DEF supply, return, suction or backflow hoses (open circuit, short to ground, short to battery, or critical overcurrent). These heaters keep DEF from freezing in the lines below ambient; a failed heater does not stop the truck from running but will set an inducement path if DEF cannot be pumped in cold weather.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6517|Inspect, clean and reseat the DEF line heater connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the DEF line heater circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
1691|4340|27|Deutz|P30A1-19|Engine ECU|DEF supply line heater circuit output current critically high|hda_def_line_heater|SPN 4340 (DEF supply line heater circuit) with FMI 27 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU for one of the electric heater circuits on the DEF supply, return, suction or backflow hoses (open circuit, short to ground, short to battery, or critical overcurrent). These heaters keep DEF from freezing in the lines below ambient; a failed heater does not stop the truck from running but will set an inducement path if DEF cannot be pumped in cold weather.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_SecondaryECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6518|Test the DEF line heater circuit for opens, shorts and correct supply voltage|3|Fleet technician|5.0|60.0|1.0|1. Back-probe the circuit at the connector with the harness connected • 2. Check for supply voltage, continuity to the controller and resistance to ground/battery • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
1756|4363|14|Deutz|P242A-13|Engine ECU|Exhaust gas temperature sensor (SCR inlet/outlet) circuit open|hda_scr_catalyst_temp_sensor|SPN 4363 (Exhaust gas temperature sensor (SCR inlet/outlet)) with FMI 14 (See manufacturer-specific instructions) is set by the Engine ECU when an SCR catalyst exhaust gas temperature sensor (upstream or downstream of the catalyst brick) reads open, shorted, out of plausible range, or critically overtemperature. The SCR dosing strategy will not dose (or will derate) without a trusted catalyst temperature window, so this fault frequently rides along with a NOx conversion or inducement fault.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6726|Replace the SCR catalyst temperature sensor|1|Fleet technician|70.0|250.0|0.7|1. Confirm engine is cool enough to work near the exhaust • 2. Remove the SCR catalyst temperature sensor from its boss in the exhaust stream, note anti-seize on the new sensor's threads • 3. Install, torque per spec, clear codes and confirm the reading agrees with an infrared thermometer at operating temperature
1756|4363|14|Deutz|P242A-13|Engine ECU|Exhaust gas temperature sensor (SCR inlet/outlet) circuit open|hda_scr_catalyst_temp_sensor|SPN 4363 (Exhaust gas temperature sensor (SCR inlet/outlet)) with FMI 14 (See manufacturer-specific instructions) is set by the Engine ECU when an SCR catalyst exhaust gas temperature sensor (upstream or downstream of the catalyst brick) reads open, shorted, out of plausible range, or critically overtemperature. The SCR dosing strategy will not dose (or will derate) without a trusted catalyst temperature window, so this fault frequently rides along with a NOx conversion or inducement fault.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6727|Inspect and clean the SCR catalyst temperature sensor connector|2|Fleet technician|0.0|20.0|0.4|1. Key off, unplug the SCR catalyst temperature sensor • 2. Check pins for corrosion, heat damage and moisture intrusion • 3. Apply high-temperature dielectric grease, reseat, clear codes and confirm the reading updates with engine and exhaust temperature
1756|4363|14|Deutz|P242A-13|Engine ECU|Exhaust gas temperature sensor (SCR inlet/outlet) circuit open|hda_scr_catalyst_temp_sensor|SPN 4363 (Exhaust gas temperature sensor (SCR inlet/outlet)) with FMI 14 (See manufacturer-specific instructions) is set by the Engine ECU when an SCR catalyst exhaust gas temperature sensor (upstream or downstream of the catalyst brick) reads open, shorted, out of plausible range, or critically overtemperature. The SCR dosing strategy will not dose (or will derate) without a trusted catalyst temperature window, so this fault frequently rides along with a NOx conversion or inducement fault.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|6728|Test the SCR catalyst temperature sensor signal and return circuit|3|Fleet technician|5.0|60.0|1.2|1. Back-probe the signal and return pins at the connector • 2. Check resistance across the sensor against the OEM temperature/resistance table and continuity to the ECU/DCU • 3. Repair open or shorted wiring, reseal the splice, clear codes and confirm the reading tracks plausibly
1821|5099|3|Deutz|P103F 00|Engine ECU|Oil pressure / cold-engine indicator lamp circuit voltage reads high (shorted to supply)|hde_lamp_output_circuit|SPN 5099 (Oil pressure / cold-engine indicator lamp) with FMI 3 (Circuit voltage high / short to supply) is set by the Engine ECU when the dashboard warning lamp or indicator output circuit reads an abnormal voltage or current. Typical causes are a burned-out bulb/LED, a corroded connector, or a short/open in the wiring between the module and the indicator.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|6949|Inspect and clean the dashboard warning lamp or indicator connector|1|Fleet technician|0.0|10.0|0.3|1. Key off, unplug the lamp/indicator connector • 2. Check pins for corrosion or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
1821|5099|3|Deutz|P103F 00|Engine ECU|Oil pressure / cold-engine indicator lamp circuit voltage reads high (shorted to supply)|hde_lamp_output_circuit|SPN 5099 (Oil pressure / cold-engine indicator lamp) with FMI 3 (Circuit voltage high / short to supply) is set by the Engine ECU when the dashboard warning lamp or indicator output circuit reads an abnormal voltage or current. Typical causes are a burned-out bulb/LED, a corroded connector, or a short/open in the wiring between the module and the indicator.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|6950|Test the dashboard warning lamp or indicator output driver circuit|2|Fleet technician|5.0|45.0|0.8|1. Back-probe the output pin at the ECU/module connector • 2. Check for a short to ground/battery or an open in the wiring to the lamp/indicator • 3. Repair as needed, clear codes
1821|5099|3|Deutz|P103F 00|Engine ECU|Oil pressure / cold-engine indicator lamp circuit voltage reads high (shorted to supply)|hde_lamp_output_circuit|SPN 5099 (Oil pressure / cold-engine indicator lamp) with FMI 3 (Circuit voltage high / short to supply) is set by the Engine ECU when the dashboard warning lamp or indicator output circuit reads an abnormal voltage or current. Typical causes are a burned-out bulb/LED, a corroded connector, or a short/open in the wiring between the module and the indicator.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|6951|Replace the failed bulb, LED module or indicator|3|Fleet technician|5.0|60.0|0.4|1. Confirm the bulb/LED itself is not simply burned out • 2. Replace the bulb or indicator module • 3. Clear codes and verify the indicator responds to a commanded test
1886|5491|11|Deutz|P1399 00|Engine ECU|DEF suction line heater circuit fault detected, root cause not yet isolated|hda_def_line_heater|SPN 5491 (DEF suction line heater circuit) with FMI 11 (Fault detected, cause undetermined) is set by the Engine ECU for one of the electric heater circuits on the DEF supply, return, suction or backflow hoses (open circuit, short to ground, short to battery, or critical overcurrent). These heaters keep DEF from freezing in the lines below ambient; a failed heater does not stop the truck from running but will set an inducement path if DEF cannot be pumped in cold weather.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|7187|Replace the DEF line heater|1|Fleet technician|40.0|300.0|1.0|1. Confirm the fault follows the DEF line heater and not the harness with a swap or resistance check • 2. Remove and replace the component, transferring any mounting hardware • 3. Clear codes and verify normal operation through a duty cycle
1886|5491|11|Deutz|P1399 00|Engine ECU|DEF suction line heater circuit fault detected, root cause not yet isolated|hda_def_line_heater|SPN 5491 (DEF suction line heater circuit) with FMI 11 (Fault detected, cause undetermined) is set by the Engine ECU for one of the electric heater circuits on the DEF supply, return, suction or backflow hoses (open circuit, short to ground, short to battery, or critical overcurrent). These heaters keep DEF from freezing in the lines below ambient; a failed heater does not stop the truck from running but will set an inducement path if DEF cannot be pumped in cold weather.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|7188|Inspect, clean and reseat the DEF line heater connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the DEF line heater circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
1886|5491|11|Deutz|P1399 00|Engine ECU|DEF suction line heater circuit fault detected, root cause not yet isolated|hda_def_line_heater|SPN 5491 (DEF suction line heater circuit) with FMI 11 (Fault detected, cause undetermined) is set by the Engine ECU for one of the electric heater circuits on the DEF supply, return, suction or backflow hoses (open circuit, short to ground, short to battery, or critical overcurrent). These heaters keep DEF from freezing in the lines below ambient; a failed heater does not stop the truck from running but will set an inducement path if DEF cannot be pumped in cold weather.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|7189|Test the DEF line heater circuit for opens, shorts and correct supply voltage|3|Fleet technician|5.0|60.0|1.0|1. Back-probe the circuit at the connector with the harness connected • 2. Check for supply voltage, continuity to the controller and resistance to ground/battery • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
1951|7107|10|Deutz|P208B 92|Engine ECU|DEF dosing pump circuit value is changing implausibly fast or slow|hda_dosing_supply_module_pump|SPN 7107 (DEF dosing pump circuit) with FMI 10 (Value changing implausibly fast or slow) is set by the Engine ECU for the DEF supply module's pump: pressure that will not build, will not hold, or reads erratic, a pump motor drive fault, or a supply voltage/temperature fault on the pump module itself. A clogged inlet strainer in the tank or air drawn in through a loose suction fitting are common causes that mimic a failed pump.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|7418|Replace the DEF supply module pump|1|Dealer / specialist|500.0|1600.0|2.5|1. Relieve system pressure and disconnect DEF lines and the electrical connector at the DEF supply module pump • 2. Remove and replace the module/pump assembly with new seals per OEM procedure • 3. Prime the system, clear codes and confirm pressure and flow reach spec
1951|7107|10|Deutz|P208B 92|Engine ECU|DEF dosing pump circuit value is changing implausibly fast or slow|hda_dosing_supply_module_pump|SPN 7107 (DEF dosing pump circuit) with FMI 10 (Value changing implausibly fast or slow) is set by the Engine ECU for the DEF supply module's pump: pressure that will not build, will not hold, or reads erratic, a pump motor drive fault, or a supply voltage/temperature fault on the pump module itself. A clogged inlet strainer in the tank or air drawn in through a loose suction fitting are common causes that mimic a failed pump.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|7419|Clear the DEF supply module pump's inlet strainer and suction line of blockage|2|Fleet technician|20.0|150.0|1.2|1. Relieve system pressure and disconnect the suction line at the tank • 2. Pull the in-tank strainer and clear crystallized DEF or debris; check the suction line and fittings for a loose connection drawing air • 3. Reinstall, prime per OEM procedure, clear codes and confirm pressure builds normally
1951|7107|10|Deutz|P208B 92|Engine ECU|DEF dosing pump circuit value is changing implausibly fast or slow|hda_dosing_supply_module_pump|SPN 7107 (DEF dosing pump circuit) with FMI 10 (Value changing implausibly fast or slow) is set by the Engine ECU for the DEF supply module's pump: pressure that will not build, will not hold, or reads erratic, a pump motor drive fault, or a supply voltage/temperature fault on the pump module itself. A clogged inlet strainer in the tank or air drawn in through a loose suction fitting are common causes that mimic a failed pump.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|7420|Inspect and clean the DEF supply module pump connector|3|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the DEF supply module pump • 2. Check pins for corrosion and DEF crystal deposits (a white crusty residue) that block the terminals • 3. Clean, apply dielectric grease, reseat, clear codes
